Bib_ID,item_barcode,"Nhan đề","Tác giả","Nhà xuất bản","Năm xuất bản"
4899,000015249,"Bài tập sức bền vật liệu /  Bùi Trọng Lựu, Nguyễn Văn Vượng","Bùi, Trọng Lựu","Giáo dục,",2007
4900,000014884,"Cẩm nang tra cứu IC TV màu và Monitor : Điện tử ứng dụng. Đỗ Thanh Hải, Trần Quốc Tuấn, Trương Trọng Tuấn","Đỗ, Thanh Hải","Nxb. Tp. Hồ Chí Minh,",2002
4901,000017779,"Sức bền vật liệu.  Lê Quang Minh, Nguyễn Văn Vượng","Lê, Quang Minh","Giáo dục,",2007
4903,000015283,"Cơ sở matlad và ứng dụng /  Nguyễn Hữu Tình, .. [và những người khác]",,"Khoa học và kỹ thuật,",2001
4904,000015262,"Cơ học.  Đỗ Sanh Chủ biên","Đỗ, Sanh","Giáo dục,",2007
4905,000014881,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2000
4906,000014879,"Cẩm nang tra cứu IC TV màu và Monitor : Điện tử ứng dụng. Đỗ Thanh Hải, Trần Quốc Tuấn, Trương Trọng Tuấn","Đỗ, Thanh Hải","Nxb. Tp. Hồ Chí Minh,",2002
4907,000014876,"Cẩm nang tra cứu IC TV màu và Monitor : Điện tử ứng dụng. Đỗ Thanh Hải, Trần Quốc Tuấn, Trương Trọng Tuấn","Đỗ, Thanh Hải","Nxb. Tp. Hồ Chí Minh,",2002
4908,000015812,"Kĩ thuật điện tử số /  Đặng Văn Chuyết","Đặng, Văn Chuyết","Giáo dục,",2007
4909,000015372,"Viba số.  Bùi Thiện Minh ... [và những người khác]","Bộ Thông tin và Truyền thông","Bưu điện,",2008
4910,000015842,"Máy điện I /  Vũ Gia Hanh ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4911,000017831,"Cơ sở hệ thống điều khiển quá trình /  Hoàng Minh Sơn","Hoàng, Minh Sơn","Đại học Bách Khoa Hà Nội,",2006
4912,000015475,"Lý thuyết điều khiển tự động /  Nguyễn Doãn Phước","Nguyễn, Doãn Phước","Khoa học và kỹ thuật,",2007
4913,000008861,"Thiết bị đầu cuối thông tin /  Vũ Đức Thọ","Vũ, Đức Thọ","Giáo dục,",2001
4914,000008860,"Thiết bị đầu cuối thông tin /  Vũ Đức Thọ","Vũ, Đức Thọ","Giáo dục,",2003
4915,000008853,"Microsoft Office 2000 thông qua hình ảnh Powerpoint /  Elicom",Elicom,"Thống kê,",2000
4916,000015916,"Mạch điện lý thú /  Nguyễn Đức Ánh","Nguyễn, Đức Ánh","Văn hóa thông tin,",2006
4917,000008943,"Excel ứng dụng trong phân tích hoạt động kinh doanh và tài chính kế toán : Các bài toán phân tích hoạt động kinh doanh, các bái toán phân tích tài chính và đầu tư, Úng dụng Excel làm kế toán, Tin học thống kê dự báo - phân tích rủi ro / Đinh Thế Hiển","Đinh, Thế Hiển","Thống kê,",2005
4918,000014974,"Hỏi đáp về kỹ thuật bảo dướng và sửa chữa xe hơi đời mới.  Quang Thành, Trường Hải","Quang Thành","Giao thông Vận tải,",2006
4919,000008963,"Tự học Visual C++ 6 trong 21 ngày /  Nguyễn Văn Hoàng, Nhóm tác giả Elecom","Nguyễn, Văn Hoàng","Thống kê,",2001
4921,000018500,"Cơ học ứng dụng /  Đỗ Sanh, Nguyễn Văn Vượng","Đỗ, Sanh","Giáo dục,",2007
4922,000018093,"Lý thuyết mạch.  Phương Xuân Nhàn, Hồ Anh Tuý","Phương, Xuân Nhàn","Khoa học và kỹ thuật,",2001
4923,000018524,"Mạng truyền thông công nghiệp /  Hoàng Minh Sơn","Hoàng, Minh Sơn","Khoa học và kỹ thuật,",2001
4924,000018529,"Cẩm nang tra cứu IC TV màu và Monitor : Điện tử ứng dụng. Đỗ Thanh Hải, Trần Quốc Tuấn, Trương Trọng Tuấn","Đỗ, Thanh Hải","Nxb. Tp. Hồ Chí Minh,",2002
4925,000018533,"Linh kiện bán dẫn và vi mạch /  Hồ Văn Sung","Hồ, Văn Sung","Giáo dục,",2001
4926,000018126,"Kim loại và hợp kim nhẹ trong đời sống /  Nguyễn Khắc Xương","Nguyễn, Khắc Xương","Bách khoa Hà Nội,",2018
4927,000018553,"Quản lý và sử dụng năng lượng tiết kiệm hiệu quả /  Bùi Đức Hùng ... [và những người khác]",,"Bách khoa Hà Nội,",2018
4928,000015970,"Cơ sở vật lí.  David Halliday, Robert Resnick, Walker Jearl; Dịch: Đàm Trung Đồn, Hoàng Hữu Thư, Lê Khắc Bình","Halliday, David","Giáo dục,",2010
4929,000015968,"Trang bị điện - điện tử công nghiệp /  Vũ Quang Hồi","Vũ, Quang Hồi","Giáo dục,",2011
4930,000018149,"Công nghệ chế tạo máy /  Trần Văn Địch ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4931,000009090,"Sử dụng AutoCad 2006 : Lý thuyết, ví dụ thực hành và bài tập ( Phù hợp tiêu chuẩn Việt Nam). Nguyễn Hữu Lộc","Nguyễn, Hữu Lộc","Tổng hợp TP HCM,",2006
4932,000018584,"Robot dưới nước = Underwater robots / Nguyễn Thiện Phúc","Nguyễn, Thiện Phúc","Bách khoa Hà Nội,",2015
4933,000018226,"Cơ sở cơ học kỹ thuật : Cơ học lý thuyết trong kỹ thuật. Nguyễn Văn Khang","Nguyễn, Văn Khang","Đại học Quốc gia Hà Nội,",2005
4934,000018583,"Công nghệ in 3D đã đột phá vào mọi ngành nghề /  Nguyễn Xuân Chánh","Nguyễn, Xuân Chánh","Bách khoa Hà Nội,",2016
4935,000018581,"Kỹ thuật sản xuất thép uốn hình và ống hàn /  Trần Văn Dũng, Lê Thái Hùng","Trần, Văn Dũng","Bách khoa Hà Nội,",2015
4936,000018429,"Linh kiện bán dẫn và vi điện tử /  Võ Thạch Sơn","Võ, Thạch Sơn","Khoa học và kỹ thuật,",2001
4937,000018194,"Lưới điện và hệ thống điện.  Trần Bách","Trần, Bách","Khoa học và kỹ thuật,",2000
4938,000018574,"Robot trên không /  Nguyễn Thiện Phúc","Nguyễn, Thiện Phúc","Bách khoa Hà Nội,",2016
4939,000018569,"Công nghệ sinh khối và công nghệ chuyển đổi nhiệt năng thành điện năng /  Lê Đức Dũng","Lê, Đức Dũng","Bách khoa Hà Nội,",2018
4940,000018167,"Gia công tia lửa điện CNC /  Vũ Hoài Ân","Vũ, Hoài Ân","Khoa học và kỹ thuật,",2003
4941,000018602,"Bài tập sức bền vật liệu /  Bùi Trọng Lựu, Nguyễn Văn Vượng","Bùi, Trọng Lựu","Giáo dục,",2007
4942,000018597,"Kỹ thuật sửa chữa ô tô và động cơ nổ hiện đại.  Nguyễn Oanh","Nguyễn, Oanh","Tổng hợp TP HCM,",2007
4943,000017862,"Cơ sở Matlab ứng dụng.  Trần Quang Khánh","Trần, Quang Khánh","Khoa học và kỹ thuật,",2010
4944,000018646,"Kĩ thuật điện tử số /  Đặng Văn Chuyết","Đặng, Văn Chuyết","Giáo dục,",2010
4945,000018642,"Cơ học.  Đỗ Sanh, Nguyễn Văn Đình, Nguyễn Văn Khang","Đỗ, Sanh","Giáo dục,",2010
4946,000018315,"Kỹ thuật điều khiển /  Choi Yong Sik ... [và những người khác]",,"Lao động Xã hội,",2001
4947,000009100,"3D Studio Max 2.X : Kiến thức cơ sở / Nguyễn Đức Quang, nhóm tác giả Elicom","Nguyễn, Đức Quang","Thống kê,",2001
4948,000018640,"Cơ học.  Đỗ Sanh","Đỗ, Sanh","Giáo dục,",2010
4949,000009099,"Java.  Phương Lan, Hoàng Đức Hải","Phương Lan","Thống kê,",2004
4950,000017882,"Bài tập cơ học.  Đỗ Sanh, Lê Doãn Hồng","Đỗ, Sanh","Giáo dục,",2011
4951,000017888,"Cơ sở kỹ thuật điện tử số /  Vũ Đức Thọ; Đỗ Xuân Thụ","Vũ, Đức Thọ","Giáo dục,",2007
4954,000017902,"Kĩ thuật đo lường các đại lượng vật lí.  Phạm Thượng Hàn ... [và những người khác]",,"Giáo dục,",2009
4955,000017904,"Kỹ thuật an toàn điện và tính toán dây dẫn, các khí cụ điện bảo vệ và các vấn đề liên quan đến kỹ thuật an toàn trong cung cấp điện lưới hạ áp &lt; 1000V /  Nguyễn Xuân Phú","Nguyễn, Xuân Phú","Khoa học và kỹ thuật,",2012
4956,000017905,"Bách khoa mạch điện và hướng dẫn xử lý sự cố mạch điện.  Trần Thế San, Nguyễn Văn Mạnh","Trần, Thế San","Đà Nẵng,",1999
4957,000017908,"Kĩ thuật đo lường các đại lượng vật lí.  Phạm Thượng Hàn, Nguyễn Trọng Quế, Nguyễn Văn Hòa","Phạm, Thượng Hàn","Giáo dục,",2009
4958,000017910,"Hướng dẫn thiết kế lắp đặt mạng điện khu dân cư /  Trần Thế San, Nguyễn Trọng Thắng","Trần, Thế San","Khoa học và kỹ thuật,",2011
4959,000018365,"Khoa học kỹ thuật bảo hộ lao động và một số vấn đề môi trường /  Văn Đình Đệ ... [và những người khác]",,"Giáo dục,",2003
4960,000018676,"Kỹ thuật quấn dây : Máy biến áp, động cơ vạn năng, động cơ điện một pha- ba pha / Trần Duy Phụng","Trần, Duy Phụng","Đà Nẵng,",2003
4961,000017953,"Kỹ thuật điện : Lý thuyết, bài tập giải sẵn, bài tập có đáp số, bài tập trắc nghiệm / Đặng Văn Đào, Lê Văn Doanh","Đặng, Văn Đào","Khoa học và kỹ thuật,",2010
4963,000018752,"Chế tạo thiết bị chống ngủ gật cho lái xe ô tô /  Phạm Mạnh Hùng, Vũ Duy Hải, Lê Quang Thắng","Phạm, Mạnh Hùng","Bách khoa Hà Nội,",2015
4964,000018747,"Tính toán và thiết kế máy công cụ vạn năng và máy tiện tự động /  Nguyễn Phương","Nguyễn, Phương","Bách khoa Hà Nội,",2018
4965,000009182,"Hướng dẫn kỹ thuật lắp ráp cài đặt nâng cấp và bảo trì máy vi tính đời mới /  Nguyễn Thu Thiên","Nguyễn, Thu Thiên","Thống kê,",2003
4966,000009193,"Hướng dẫn sử dụng Painter 3D : Phần cơ bản nhanh và dễ / Phạm Quang Huy, Phạm Quang Hân","Phạm, Quang Huy","Thống kê,",2001
4967,000010030,"900 câu tiếng Anh trình độ cơ bản.  Kirkman Joshua, Claggett Jin, Nguyễn Thành Yến","Kirkman, Joshua","Tổng hợp TP HCM,",2008
4968,000010028,"900 câu tiếng Anh trình độ cơ bản.  Kirkman Joshua; Nguyễn Thành Yến","Kirkman, Joshua","Tổng hợp TP HCM,",2008
4969,000010530,"900 câu tiếng Anh trình độ cơ bản.  Kirkman Joshua; Nguyễn Thành Yến","Kirkman, Joshua","Tổng hợp TP HCM,",2008
4982,000010229,"Bài tập thành ngữ tiếng Anh /  Xuân Bá","Xuân Bá","Thế giới,",2002
4983,000010208,"Bài tập từ vựng tiếng Anh : Trình độ A, B, C / Xuân Bá","Xuân Bá","Nxb. Hà Nội,",2006
4984,000010191,"Bài tập trắc nghiệm tiếng Anh : Trình độ C / Xuân Bá","Xuân Bá","Thế giới,",2000
4985,000010251,"Bài tập ngữ pháp tiếng Anh /  Xuân Bá","Xuân Bá","Nxb. Hà Nội,",2007
4987,000010420,"Tiếng Anh giao tiếp : New Headway English Course. Liz, Soars John, Hồng Đức",Liz,"Văn hóa thông tin,",2011
4993,000010481,"Part 5 and 6 : Actual tests for the new toeic test / Lim Jeongseop","Lim, Jeongseop","Tổng hợp TP HCM,",2009
4994,000010479,"New Toeic : Actual tests part 3,4 / Lee Sang Jin, Tae Woo Kim, Jeon Hee Jung","Lee, Sang Jin","Tổng hợp TP HCM,",2009
4998,000012233,"Quản trị sản xuất /  Nguyễn Văn Nghiến","Nguyễn, Văn Nghiến","Đại học Quốc gia Hà Nội,",2001
5002,000010664,"New Toeic 4n4 : Four week for weakness 730 level / Neungyule Education; Nguyễn Thành Yến","Neungyule, Education","Tổng hợp TP HCM,",2009
5003,000009209,"Kim Bình Mai.  Tiếu Tiếu Sinh; Người dịch: Ngọc Quang, Mạnh Linh; Hiệu đính: Lê Đức Niệm","Tiếu, Tiếu Sinh","Văn Học,",2006
5004,000009213,"Luật thi đấu điền kinh /  Tổng cục Thể dục thể thao","Tổng cục Thể dục thể thao","Thể thao và du lịch,",2010
5005,000012024,"Các kỹ năng marketing hiệu quả /  Trần Thị Bích Nga ... [và những người khác]",,"Tổng hợp TP. Hồ Chí Minh,",2006
5006,000012140,"Tiêu thụ mặt hàng quả của vùng đồng bằng sông Hồng : Thực trạng và giải pháp / Phạm Nguyên Minh ... [và những người khác]","Phạm, Nguyên Minh","Công thương,",2017
5007,000009327,"Đông chu liệt quốc.  Phùng Mộng Long; Dịch: Mộng Bình Sơn","Phùng, Mộng Long","Văn hóa thông tin,",2003
5008,000012142,"Quan hệ thương mại Việt Nam - Trung Quốc trong bối cảnh hội nhập /  Trịnh Thị Thanh Thủy ... [và những người khác]",,"Công thương,",2017
5009,000012119,"Giới thiệu thị trường 12 nước thành viên hiệp định đối tác xuyên Thái Bình Dương - TPP  ",,"Công thương,",2016
5010,000012120,"Tăng cường quan hệ thương mại giữa Việt Nam với các nước Tây, Trung Phi nói tiếng Pháp thuộc hai khối UEMOA và CEMAC /  B.s.: Ngô Khải Hoàn, Nguyễn Minh Phương, Lê Thu Quỳnh, Cao Minh Tú",,"Công thương,",2016
5011,000012145,"Những điều cần biết về pháp luật bảo vệ quyền lợi người tiêu dùng /  Trịnh Anh Tuấn ... [và những người khác]",,"Công thương,",2017
5012,000009310,"Đại việt sử ký toàn thư.  ","Viện Sử học","Thời Đại,",2010
5013,000012122,"Quy định về hoạt động mua bán hàng hoá quốc tế và các hoạt động đại lý mua, bán, gia công và quá cảnh hàng hoá với nước ngoài /  Đặng Thanh Phương","Đặng, Thanh Phương","Công thương,",2018
5014,000012125,"Những điều cần biết về bán hàng đa cấp /  Vũ Thuý Vinh","Vũ, Thuý Vinh","Công thương,",2018
5015,000012146,"Kết quả 10 năm thực thi luật cạnh tranh của Việt Nam /  Bộ Công thương","Bộ Công thương","Công thương,",2017
5016,000012126,"Thực trạng và giải pháp phát triển thương mại bán lẻ của Việt Nam trong bối cảnh hội nhập /  Trịnh Thị Thanh Thủy... [và những người khác]",,,2018
5017,000012129,"Hỏi - Đáp pháp luật về chất lượng sản phẩm, hàng hoá /  Vũ Thị Lộc","Vũ, Thị Lộc","Công thương,",2018
5018,000012148,"Xuất khẩu hàng hoá vào thị trường Nhật Bản : Rào cản phi thuế và giải pháp / Lê Hoàng Oanh ... [và những người khác]",,"Công thương,",2017
5019,000012133,"Giới thiệu thị trường Ấn Độ và giải pháp đẩy mạnh quan hệ thương mại giữa Việt Nam - Ấn Độ /  B.s.: Lê Phương, Phạm Xuân Trang","Lê, Phương","Công thương,",2017
5020,000012416,"Tính toán quá trình, thiết bị trong công nghệ hóa chất và thực phẩm.  Nguyễn Bin","Nguyễn, Bin","Khoa học và kỹ thuật,",2004
5021,000012150,"Sổ tay hỏi đáp về logistics /  Trần Thanh Hải","Trần, Thanh Hải","Công thương,",2017
5022,000012106,"Kinh tế lượng : Bài tập và hướng dẫn thực hành MFIT3 / Vũ Thiếu, Nguyễn Quang Dong","Vũ Thiếu","Khoa học và kỹ thuật,",2001
5023,000012157,"Sổ tay hỏi đáp về logistics /  Trần Thanh Hải","Trần, Thanh Hải",,2017
5024,000012160,"Một số vấn đề quản lý khoa học và công nghệ ở nước ta /  Vũ Cao Đàm","Vũ, Cao Đàm","Khoa học và kỹ thuật,",2011
5025,000012111,"Số liệu thống kê Việt Nam thế kỷ XX.  Tổng cục thống kê","Tổng cục Thống kê","Thống kê,",2004
5026,000012161,"Công cụ quản trị sản xuất của các doanh nghiệp nhật bản /  Hứa Thùy Trang, Phạm Vũ Khiêm, Nguyễn Tiến Đông","Hứa, Thùy Trang","Bách khoa Hà Nội,",2016
5027,000012165,"Một số nghiên cứu về xuất bản nước ta trong những năm gần đây /  Nguyễn Kiểm ... [và những người khác]",,"Thời Đại,",2012
5028,000012112,"Số liệu thống kê Việt Nam thế kỷ XX.  Tổng cục thống kê","Tổng cục Thống kê","Thống kê,",2004
5029,000012166,"Vai trò và vị thế của Việt Nam trong cộng đồng kinh tế ASEAN /  Bộ Công thương",,"Công thương,",2013
5030,000012168,"Hoạt động xúc tiến thương mại những điều cần biết /  Bộ Công thương","Bộ Công thương","Bộ Công Thương,",2016
5031,000012175,"Kinh tế thị trường xã hội : Hệ thống kinh tế dành cho các nước đang phát triển ","Jung, Winfried","[k.n.x.b.],",2001
5032,000012394,"Dinh dưỡng và vệ sinh an toàn thực phẩm /  Hà Huy Khôi ... [và những người khác]",,"Y học,",2004
5033,000012456,"Sinh học.  W.D Phillips ... [và những người khác]",,"Giáo dục,",2007
5034,000012399,"Hóa học vô cơ.  Hoàng Nhâm","Hoàng, Nhâm","Giáo dục,",2002
5035,000012458,"Hóa sinh công nghiệp /  Lê Ngọc Tú ... [và những người khác]",,"Khoa học và kỹ thuật,",2000
5036,000012279,"Phương pháp quản lý hàng đợi cho truyền video trên mạng IP  ","Cao, Diệp Thắng","Đại học Quốc gia Hà Nội,",2016
5037,000012463,"Công nghệ sinh học.  Phạm Thị Trân Châu, Phan Tuấn Nghĩa","Phạm, Thị Trân Châu","Giáo dục,",2011
5038,000012467,"Vật lí đại cương.  Lương, Duyên Bình, ..[và những người khác]",,"Giáo dục,",2011
5041,000012273,"Vấn đề bảo vệ quyền sở hữu trí tuệ trong hoạt động kinh doanh thương mại /  Bùi Hữu Đạo, Phạm Thế Hưng","Bùi, Hữu Đạo","Công thương,",2010
5042,000012260,"Quản trị tài chính doanh nghiệp : Hệ thống câu hỏi trắc nghiệm, bài tập đáp án / Vũ Duy Hào, Lưu Thị Hương","Vũ, Duy Hào","Giao thông Vận tải",
5043,000012272,"Hiệp định thương mại Việt Nam - Hoa Kỳ tạo điều kiện cho Việt Nam hội nhập sâu hơn vào nền kinh tế thế giới /  Nguyễn Đình Lương","Nguyễn, Đình Lương","Công thương,",2010
5044,000012321,"Một số vấn đề cơ bản về hợp đồng thương mại đáp ứng các yêu cầu hội nhập kinh tế quốc tế : Sách tham khảo / Vũ Quang, Nguyễn Văn Lâm","Vũ, Quang","Bách khoa Hà Nội,",2016
5045,000012320,"Những điều cần biết và hướng dẫn thực hiện quy tắc xuất xứ trong Hiệp định thương mại tự do Việt Nam - Hàn Quốc /  Bộ Công thương","Bộ Công thương","Công thương,",2016
